gene_id,GSM883944,GSM883945,GSM883946,GSM883947,GSM883948,GSM883949,GSM883950,GSM883951,GSM883952,GSM883953,GSM883954,GSM883955,GSM883956,GSM883957,GSM883958,GSM883959,GSM883960,GSM883961,GSM883962,GSM883963,GSM883964,GSM883965,GSM883966,GSM883967,GSM883968,GSM883969,GSM883970,GSM883971,GSM883972,GSM883973,GSM883974,GSM883975,GSM883976,GSM883977,GSM883978,GSM883979,GSM883980,GSM883981,GSM883982,GSM883983,GSM883984,GSM883985,GSM883986,GSM883987,GSM883988,GSM883989,GSM883990,GSM883991,GSM883992,GSM883993,GSM883994,GSM883995,GSM883996,GSM883997,GSM883998,GSM883999,GSM884000,GSM884001,GSM884002,GSM884003,GSM884004,GSM884005,GSM884006,GSM884007,GSM884008,GSM884009,GSM884010,GSM884011,GSM884012,GSM884013,GSM884014,GSM884015,GSM884016,GSM884017,GSM884018,GSM884019,GSM884020,GSM884021,GSM884022,GSM884023,GSM884024,GSM884025,GSM884026,GSM884027,GSM884028,GSM884029,GSM884030,GSM884031,GSM884032,GSM884033,GSM884034,GSM884035,GSM884036,GSM884037,GSM884038,GSM884039,GSM884040,GSM884041,GSM884042,GSM884043,GSM884044,GSM884045,GSM884046,GSM884047,GSM884048,GSM884049,GSM884050,GSM884051,GSM884052,GSM884053,GSM884054,GSM884055,GSM884056,GSM884057,GSM884058,GSM884059,GSM884060,GSM884061,GSM884062,GSM884063,GSM884064,GSM884065,GSM884066,GSM884067,GSM884068,GSM884069,GSM884070,GSM884071,GSM884072,GSM884073,GSM884074,GSM884075,GSM884076,GSM884077,GSM884078,GSM884079,GSM884080,GSM884081,GSM884082,GSM884083,GSM884084,GSM884085,GSM884086,GSM884087,GSM884088,GSM884089,GSM884090,GSM884091,GSM884092,GSM884093,GSM884094,GSM884095,GSM884096,GSM884097,GSM884098,GSM884099,GSM884100,GSM884101,GSM884102,GSM884103,GSM884104,GSM884105,GSM884106,GSM884107,GSM884108,GSM884109,GSM884110,GSM884111,GSM884112,GSM884113,GSM884114,GSM884115,GSM884116,GSM884117,GSM884118,GSM884119,GSM884120,GSM884121,GSM884122,GSM884123,GSM884124,GSM884125,GSM884126,GSM884127,GSM884128,GSM884129,GSM884130,GSM884131,GSM884132,GSM884133,GSM884134,GSM884135,GSM884136,GSM884137,GSM884138,GSM884139,GSM884140,GSM884141,GSM884142,GSM884143,GSM884144,GSM884145,GSM884146,GSM884147,GSM884148,GSM884149,GSM884150,GSM884151,GSM884152,GSM884153,GSM884154,GSM884155,GSM884156,GSM884157,GSM884158,GSM884159,GSM884160,GSM884161,GSM884162,GSM884163,GSM884164
MMP12,4.700393,4.490312,1.936363,1.871957,2.488538,2.828553,1.695836,2.182524,2.322875,1.921198,1.821084,1.858366,2.055517,2.432738,1.927724,2.558746,4.430879,1.900691,1.894642,1.866269,2.368918,2.054388,2.043446,2.321803,2.325806,2.059933,1.739427,2.436734,2.528363,1.916085,1.840416,2.482662,2.427102,2.298026,2.87186,1.700965,1.694718,1.817562,1.71696,2.104182,2.205398,1.835903,2.06767,1.990428,1.86793,2.388514,2.013303,1.928939,1.973629,2.000001,2.515168,1.936359,1.744635,1.949677,2.212357,2.222095,1.766171,2.07172,1.804507,2.156034,2.350708,1.956481,2.238088,2.114181,1.739593,2.059884,1.888625,1.690077,2.206418,2.261834,2.0576,1.97908,1.540673,1.739371,2.013565,2.319896,1.813079,1.853153,2.131747,1.796535,1.945199,1.784796,2.516846,2.330602,1.935457,2.13271,1.817218,2.028113,1.78614,2.084363,1.587529,1.90642,2.049665,1.541283,1.753765,1.958862,2.105319,1.876578,2.355464,2.47668,2.073199,1.695642,2.044167,2.230466,2.102421,2.077781,1.701335,1.826649,1.649369,2.128631,1.802814,2.194901,1.914738,2.096122,2.253524,1.506355,1.776461,1.777246,1.656204,1.953896,5.754723,1.891984,1.824032,2.042186,1.99567,1.620696,2.769605,2.275807,1.861951,2.715137,2.297518,1.928344,3.295412,1.962256,1.799096,2.07026,1.881135,2.086973,2.446125,2.119348,2.337806,2.161513,1.746676,1.923068,2.424839,2.136262,1.986763,2.266909,1.93614,1.819725,2.194297,1.731878,1.815315,2.126755,1.822551,1.740967,1.975391,2.029449,1.893481,2.00643,1.913509,2.129343,2.626155,2.203414,2.203813,2.180953,1.877816,2.319116,1.944629,2.326071,2.941157,1.880092,2.496376,2.528017,2.405567,2.375066,2.334984,2.394721,2.511239,2.718948,2.439204,2.370466,3.309123,2.757207,2.345511,2.718769,2.538538,2.41932,2.944544,2.814017,2.749797,2.378706,2.272245,2.469794,2.227969,1.72221,2.222789,2.649387,2.660152,2.414335,2.145609,1.908637,2.5177,2.326071,2.285254,1.942785,2.763579,2.311808,3.821421,2.311322,3.132659,2.30849,2.31108,2.586438,2.198562,2.064826,1.886038,2.196764,3.19524,1.993664,2.613428
MMP9,3.935953,3.405555,4.142009,3.378639,3.582852,4.622557,3.278884,3.480322,3.227047,3.582332,3.145725,3.409715,3.716107,4.0839,3.409388,3.873826,3.946483,3.286331,3.736308,3.883409,4.264409,3.166759,3.760616,3.631809,3.554809,3.342849,2.732725,3.590871,3.801129,3.731981,3.460656,3.854754,4.028218,3.912199,3.684065,3.863732,4.070175,3.450614,3.58252,3.784144,3.788202,3.679743,4.304376,3.670498,3.983213,4.027509,4.37767,3.62408,4.642035,3.651617,3.969646,3.953745,3.700178,3.832664,4.719897,3.866721,4.599125,4.079578,3.97252,3.753919,3.919555,4.117978,3.765694,3.824367,3.131589,4.177038,3.796235,3.769288,4.056899,3.976394,4.177962,4.415867,3.427666,3.903293,3.388025,3.725548,3.520813,3.636673,3.439961,3.398423,3.64689,3.163249,4.012427,3.9853,3.629036,4.958583,3.489415,3.426424,3.25492,3.973652,3.659723,3.964267,4.14297,4.313558,3.913748,3.366589,3.896567,3.842847,4.131974,4.181467,4.150414,4.047637,4.844911,4.350011,3.941132,3.626941,3.947787,3.880368,4.149805,4.068278,3.718682,4.018495,3.431705,3.888599,3.740722,3.768287,3.593423,3.549386,3.34881,3.599565,4.18728,3.712435,3.506132,3.594867,3.982477,3.988008,4.277723,4.497211,3.665153,4.736787,4.067171,4.495533,4.068743,2.919803,3.995965,4.107721,3.753325,4.431321,4.59389,3.851596,3.647795,3.992597,3.914342,4.014263,4.212111,4.257666,4.182902,4.3709,3.66596,3.582732,5.272743,3.966145,3.875033,3.887977,3.939548,3.741557,4.089477,4.045647,3.346745,4.74218,3.446789,3.857235,4.378768,3.707767,3.807683,3.110236,2.992158,4.020729,3.561764,3.368133,4.047443,3.842189,4.131974,3.499237,3.889895,3.598259,3.805032,3.707299,3.643103,3.903093,3.959057,4.531212,4.286816,3.682814,4.422766,4.054214,3.871571,3.809124,3.835039,4.206164,4.054779,3.988338,4.177962,3.306273,3.829222,3.570949,3.904805,4.108262,3.832098,3.355706,4.156249,4.06125,4.178871,3.302997,4.658213,3.30083,4.4485,3.646983,5.074522,4.016072,4.901013,3.787919,3.910686,4.354605,3.91689,4.068523,3.288683,3.674133,5.219086,3.872307,4.290591
MS4A1,3.932904,3.791043,3.43732,2.69116,3.192636,3.449165,2.772808,2.613369,2.688148,4.023789,2.652205,3.095923,3.627755,3.979337,2.937498,3.697343,4.078636,2.729748,3.14863,2.896833,2.794896,2.64073,3.03558,3.528493,2.899539,2.571385,2.370829,2.978209,3.171461,2.965197,3.01963,4.586158,5.849442,4.291351,3.789324,4.619186,7.405594,3.125998,2.251794,3.07918,2.856289,2.821507,3.233537,2.806072,4.087047,2.655039,3.131027,2.611128,3.547851,3.110244,3.480977,2.732177,3.604362,3.366448,2.728232,3.550882,4.837217,4.521502,5.542907,3.128621,2.843174,4.585748,3.292204,3.409512,2.472909,2.899309,2.91334,2.406441,3.192162,2.902208,2.963495,3.265269,2.559697,2.853315,2.868497,3.166792,2.807014,2.332563,2.578315,2.443073,3.583069,2.490515,2.818604,2.817078,3.167707,2.615301,2.96208,2.965076,3.069411,3.10395,3.204452,3.044056,2.822123,2.823098,3.170829,2.515972,2.609313,2.906524,3.534674,2.967767,2.914954,3.210782,3.686065,4.152048,3.111914,2.731426,2.547249,2.752094,2.979865,2.897118,3.003385,2.611495,2.7163,2.612363,3.281493,3.369759,2.486528,2.970761,2.738977,2.941457,3.824928,3.753378,2.768106,2.776015,3.00517,2.449874,3.518666,2.990763,2.392987,3.797026,2.674617,3.366569,2.832901,2.703218,2.660502,2.958017,2.767081,3.039176,3.321327,2.619817,2.587966,2.919185,2.721271,4.265814,3.17535,3.167845,2.825519,3.095904,2.770461,3.005486,4.486671,3.001835,2.643242,2.882363,2.834092,2.569827,3.679897,2.870876,2.643711,3.178029,3.22744,2.983536,4.217872,3.619916,3.175996,4.604719,2.514016,4.537638,4.342347,3.807622,4.161105,3.128403,4.275921,3.099937,5.381595,3.867197,3.388115,3.700533,4.010852,3.509391,3.292279,3.508477,3.543548,3.30793,2.863975,3.629814,3.435771,3.753444,3.744833,4.381172,3.485539,3.847475,3.404201,3.09853,3.440391,2.993844,3.75341,3.708087,4.066474,3.812363,3.258698,3.340856,4.623001,3.223872,4.738683,3.003385,4.183979,3.983168,5.367798,3.06002,3.573309,3.563042,3.68431,3.744575,3.389873,3.522528,2.890012,2.843096,4.106333,3.639575,3.288265
MUC5B,7.289437,9.37727,8.484862,8.22014,9.432878,9.6905,7.456539,7.790571,7.797763,10.25194,6.593025,6.780722,5.635905,10.20903,7.657628,9.285536,9.698096,8.614276,10.60234,10.11329,11.44572,7.726516,11.16198,9.459316,9.525458,8.424981,7.267953,7.233521,7.291874,10.59976,9.129787,8.743161,8.505579,9.290698,9.154894,9.57606,7.456664,8.758576,10.3979,11.33965,9.969859,9.28811,9.828658,9.602177,10.21638,10.26655,9.997301,8.846825,10.30139,11.1863,9.281952,10.91006,9.791411,9.551093,8.795809,9.122021,10.81962,10.60001,9.470996,9.517609,10.01258,9.800089,10.825,10.01734,9.705482,9.182741,9.843118,9.376387,10.20196,11.39802,10.32324,9.14877,9.330527,8.500459,8.888754,8.419287,7.911342,7.251768,4.665778,6.313467,6.466576,8.825056,11.34382,11.309,9.957208,9.140767,7.340315,11.39236,8.808912,11.33969,9.103057,10.07241,10.10665,9.160213,9.939651,8.188879,7.620195,9.877909,8.229615,9.797296,10.4473,10.56069,9.506963,10.4176,11.05189,9.859271,11.62289,10.19502,11.96,10.07115,8.387049,9.392018,7.915305,9.813544,8.62278,10.59518,9.571889,7.769444,8.512282,9.141132,9.427456,9.063283,9.834361,9.782557,9.814941,11.04668,10.56627,10.38074,8.547827,10.25339,11.20475,10.60882,8.307733,10.3199,11.32464,9.767976,11.3813,10.20876,7.771164,7.474295,10.42344,9.093102,8.716334,9.77702,10.68906,9.620708,10.4737,9.336995,8.993875,7.640265,11.33258,8.824642,7.005913,8.035898,10.15156,8.07943,9.669341,7.615936,8.949952,7.397678,10.96753,6.245453,10.72483,9.052773,11.17082,10.99889,9.993557,10.32704,8.627303,8.741704,11.63023,11.64738,11.32325,9.006063,10.34763,9.573842,6.901578,9.396379,10.97678,9.476158,9.336722,10.2044,10.78376,10.36035,11.18071,11.4335,11.14225,10.93588,9.247394,9.07793,11.04691,8.510081,9.518884,7.150773,10.60549,10.77209,10.06583,10.61711,9.454967,8.110312,11.0362,11.02071,10.69329,9.690235,9.162069,10.00106,10.76236,11.63853,11.05597,10.99616,10.77315,10.83865,11.14978,10.29778,9.625938,9.382656,10.81471,10.63315,9.953523,10.33662,10.24403
MZB1,5.256515,4.153218,5.404654,3.966488,4.923667,4.794691,4.738427,4.338089,3.949025,4.95941,3.88751,4.077865,4.572548,4.786548,4.632089,4.939,5.601663,4.327981,4.779631,5.082968,5.915771,4.627317,5.485546,4.186,4.285227,4.389102,4.234251,4.27417,4.606671,4.812779,4.289546,5.725124,5.160691,4.611776,6.180951,4.454018,4.942194,4.715672,4.408805,5.797404,4.96964,5.215426,4.899483,5.36166,4.774302,5.329224,4.579185,4.302826,5.180845,4.927452,6.125325,5.475184,5.278425,5.782057,5.651108,5.438551,5.692839,6.046237,4.47041,5.539099,4.909395,4.727327,5.692016,5.309248,4.108785,5.430304,4.73047,4.356451,5.614507,4.80832,4.803624,4.665382,4.267401,4.279715,4.789725,4.596045,4.521566,4.240952,4.288527,4.162684,3.845988,4.017425,5.817437,5.190715,5.362795,4.534927,4.246658,4.470368,4.019918,5.084831,5.576262,4.923795,4.88922,5.277787,4.846768,4.551511,4.769712,4.46263,4.776739,6.111199,5.581955,5.51073,5.473234,6.304156,5.696575,4.694345,4.960365,4.537482,6.165393,5.567653,5.16735,4.756345,4.492616,5.838636,5.15865,5.260859,4.589446,4.677135,4.732618,4.917551,5.120037,4.543648,4.392057,4.314663,4.749404,4.8607,6.130537,5.678926,4.847973,5.155344,5.473909,5.295978,5.203885,4.368386,6.018069,5.054945,5.178775,5.060556,4.98712,4.506551,4.772406,5.2151,4.564517,5.361053,5.430579,4.733809,5.58014,5.127555,4.634266,4.178994,6.241442,5.276887,4.911769,4.755764,6.191211,4.431625,5.304368,5.007014,4.479605,4.636464,5.006846,4.847846,5.500916,3.87016,4.980531,4.816179,4.012439,4.30346,4.571921,5.028919,5.815403,5.588909,5.533216,4.263906,5.108016,4.697391,3.913623,4.622858,4.649942,4.767108,4.92919,4.55835,5.370365,5.190268,5.14366,5.112198,4.657265,4.941794,5.638436,4.863941,4.908652,5.042914,5.197333,4.350633,5.86869,4.161581,5.966777,4.955969,4.541017,4.696607,5.326863,4.984209,4.848928,4.89399,4.327853,4.696009,5.222299,5.641647,4.87044,4.875492,4.344969,4.97526,5.460866,4.714965,5.235942,5.019808,4.834911,4.212592,5.355365,4.960071,4.603725
NFE2L2,7.805624,8.678186,7.844876,8.370189,8.08057,7.837686,8.894466,8.418016,8.685581,8.470596,8.769132,8.659377,8.638601,7.675819,8.477613,8.066865,7.995192,8.734155,8.337692,7.961882,6.441202,9.007174,7.677629,8.690882,8.286543,8.973665,9.0338,8.406411,8.764365,8.287853,8.791592,8.405482,7.76183,7.783653,8.567513,7.817,7.965863,8.341643,8.190212,7.841542,8.016778,8.340105,7.43221,7.471574,8.17365,7.974615,7.28345,8.509007,7.775725,8.010282,7.714234,7.717923,7.786753,8.072531,8.326771,8.534106,7.693019,7.977118,8.285854,8.018319,8.456739,7.886531,8.112072,7.673297,8.328312,7.419401,7.852936,7.934998,7.689401,7.62864,7.521853,8.040518,8.12039,7.896795,7.889582,8.353848,8.283118,8.889184,9.070221,8.835016,8.440823,8.065676,8.324079,7.849829,7.738826,7.897277,9.19765,8.184697,8.546649,7.614182,8.299594,7.889088,8.344194,8.259097,8.52145,8.764178,7.588369,8.067713,7.468843,7.444937,7.566317,7.839462,6.513879,7.766823,8.416746,8.282789,8.480659,8.770412,7.612812,8.393557,8.409968,8.121078,9.024568,7.964344,7.556107,8.320716,8.127707,8.591307,8.524527,8.168496,8.01677,8.09918,8.067551,8.540253,8.256716,8.295143,7.884059,7.179058,8.437063,5.852108,8.401114,7.454565,8.146749,7.962126,7.974046,7.247808,7.67172,7.958097,7.013194,8.571121,8.798265,7.854524,8.769197,8.115207,8.182553,7.661448,7.732264,7.412321,8.151499,8.488988,7.198665,7.989313,8.408431,8.065111,7.611309,8.614795,7.914634,7.890666,8.857962,7.026649,8.111653,8.250668,5.486491,8.984405,8.133907,8.149267,8.140379,7.970146,8.513642,7.810443,7.935221,8.351432,7.570948,8.03529,8.36063,8.257968,8.509962,8.406994,7.647638,7.690014,7.639109,7.043412,7.43264,7.997149,6.937987,8.232836,7.732931,7.176714,7.15983,7.882921,6.740971,6.83029,7.347963,8.080665,7.174738,7.219002,7.275531,6.345935,7.269973,7.546438,6.68498,6.973943,7.456027,7.828981,7.358929,8.229253,7.312036,7.626706,6.891313,8.034191,6.697346,7.629714,6.709734,6.213684,7.499492,7.609483,7.55385,8.316539,7.90554,7.630262,6.846231
NFKB1,6.518992,7.00766,6.226153,7.147884,6.656784,5.818052,7.341028,6.906598,6.702826,6.688812,7.176486,7.106008,6.464066,6.467904,7.055046,6.706082,6.746258,6.737401,6.834187,6.562799,5.67609,6.971853,6.251149,6.596035,6.803828,6.987316,7.344788,6.314014,6.907331,6.36502,7.122106,7.252186,6.85948,6.99277,7.523916,6.942346,7.074099,7.158002,7.030191,7.114443,6.722452,7.133685,6.433013,6.848297,7.171272,6.647447,6.661594,7.241156,6.312424,6.649344,6.714313,6.829896,6.834043,6.864514,7.095931,7.353108,6.498948,6.861753,6.872814,6.877161,7.102574,6.780205,6.981213,6.805096,6.960735,6.365633,6.741391,6.764337,6.576001,6.41344,6.3302,6.872765,6.725566,6.958489,6.331947,6.866857,6.854681,7.150706,7.407252,7.059998,7.249037,6.751266,7.048114,6.545623,6.623557,6.786789,7.691302,6.881595,7.100049,6.680723,7.056029,6.737786,6.859349,6.400381,6.691061,6.634232,6.219115,6.547662,6.410196,6.226829,6.351161,6.672205,5.738039,6.392367,7.118601,7.30608,6.765074,7.308277,6.471178,7.005615,7.098107,6.66596,7.436646,6.983957,6.204023,6.612167,6.797896,7.314333,6.826024,6.539493,7.156988,6.960786,7.014359,6.601027,6.408169,6.95027,6.855657,5.634311,6.794297,5.324229,6.988986,6.027236,7.037925,6.746582,6.938986,6.385532,7.029374,6.645216,5.715027,6.987982,7.197809,6.284464,7.081853,6.961511,6.844021,6.41546,6.331985,6.313294,7.048442,7.290927,6.256898,6.768988,7.067372,6.698728,6.547812,6.881566,6.680717,6.371666,7.034872,5.888694,6.866158,7.175437,5.001622,7.717881,6.904778,7.027923,6.714986,6.977059,6.857876,6.508088,6.918482,6.90027,6.445809,6.426008,6.758724,6.782819,6.927638,6.701223,6.564943,6.499174,6.800511,6.006855,6.528943,6.644775,6.627425,6.497029,6.704191,6.645569,6.842439,6.604198,6.120901,6.224976,6.831237,6.795868,6.490255,6.741063,6.342363,5.766252,6.579743,6.658695,6.30106,6.503796,6.135486,6.58071,6.335487,6.848043,6.695449,6.580284,5.832388,6.838531,5.538835,6.357054,6.140529,6.086834,6.645609,6.851924,6.985042,7.041958,6.998236,6.87827,6.058636
NFKBIA,7.403723,6.676215,6.96975,6.879193,6.838786,7.040599,7.321834,6.672499,6.485041,7.323897,7.159033,7.244172,6.781993,7.371744,7.020335,7.521935,7.211296,6.534226,7.174493,7.339922,7.064036,7.011166,7.277375,6.318236,6.998322,7.004245,6.892882,6.603436,6.945902,7.100966,7.127686,7.90339,7.861178,8.110158,7.701576,7.686752,8.423853,8.02463,7.83112,7.982027,7.495081,7.808171,7.656444,8.211158,7.812752,7.52288,7.980352,7.535381,7.464759,8.084986,8.098866,7.710451,7.7076,7.534348,7.456304,7.600265,7.819171,7.58463,7.123199,7.897633,7.922557,7.293492,7.758965,7.873986,7.386697,7.66398,7.879959,7.745513,7.676685,7.755472,6.977411,7.720799,7.874723,8.111675,7.381393,7.40999,7.339328,7.129709,7.629726,7.259805,8.038703,7.288718,7.763494,7.851864,7.839948,7.828594,7.530237,7.852723,7.649785,7.445022,7.638189,7.622958,7.167617,7.165386,6.941689,6.784679,7.01342,8.014183,7.368588,7.357386,7.780523,7.227777,7.020069,7.308627,7.938236,7.544512,7.441979,7.31842,7.39747,7.723597,7.474271,7.242944,7.211608,8.116037,7.955169,7.63846,7.393675,7.291173,7.085555,7.016247,7.749154,7.517912,7.647284,6.57833,6.884589,7.349216,7.591009,7.394507,7.605959,6.540622,7.374578,7.646764,7.495957,7.496772,7.527474,7.636974,7.528462,7.025565,6.744308,7.18553,7.276147,6.879039,7.425887,7.811232,7.948399,7.285043,7.463103,7.780814,7.40277,7.362318,7.411639,7.333896,7.358517,7.724506,7.139301,7.11361,7.790427,6.962564,6.966339,7.917947,7.615629,7.659361,6.362236,7.935415,7.984471,8.086874,8.047668,8.220562,7.361715,7.602473,7.93566,8.047559,7.657517,7.685591,7.28439,7.232398,7.309532,7.353662,7.788063,7.476213,7.107619,7.806045,8.096387,7.436985,7.578091,7.347663,7.835505,7.542492,7.986932,7.461797,7.775064,7.438882,7.892762,7.493851,8.039843,8.119386,7.618855,7.105364,7.738549,7.599184,7.812816,8.319142,7.224363,7.481147,7.637424,7.591319,7.885002,7.790577,7.105277,7.961038,7.436783,7.82385,7.740852,7.819632,7.668406,7.805221,7.928506,7.506704,7.555763,8.3144,7.393586
PER1,4.87325,4.927662,5.202268,5.007343,5.017652,5.101864,4.835027,4.930115,4.997893,5.639216,4.995795,5.373669,4.628555,5.606591,5.204232,5.092097,5.640458,4.853401,5.443182,5.407267,5.679844,4.520497,5.407247,4.27795,4.954204,5.502739,4.388889,5.053987,5.000909,5.108279,5.116832,5.543462,5.326099,6.485035,5.372883,5.810941,5.658864,6.483337,6.122698,6.856313,6.552893,5.304457,7.153706,6.886911,5.155399,6.846213,6.694721,5.62067,6.553952,6.960617,6.561895,7.03981,5.052869,6.164089,5.261724,5.825741,7.148869,5.225581,5.532984,5.704135,6.203535,5.540769,5.581861,6.106202,5.545438,5.095121,5.959735,5.823151,6.759206,6.674238,5.888962,6.147226,6.078067,6.788632,6.398184,4.92472,5.80979,5.187301,5.044669,5.518508,5.733881,5.945821,6.58267,7.27688,6.539891,6.238805,5.498622,6.459826,5.895001,5.938995,5.839953,6.399506,5.25417,6.468117,5.875922,5.37778,6.003919,6.614611,5.951777,5.802268,6.47346,5.422203,6.776381,5.575668,5.612876,4.582469,6.289997,4.984149,5.793802,5.589977,5.641248,5.171986,4.510346,6.727945,6.113905,5.648496,6.025874,4.762084,4.92873,5.563939,5.395382,5.807229,6.356282,4.424963,5.327678,5.463799,5.574588,6.141965,5.950006,5.292658,5.479546,6.364825,5.168736,6.359008,5.919072,6.516243,5.724854,5.345431,5.699475,5.444067,5.912827,6.065076,5.774801,5.868954,5.698149,6.195007,6.56228,7.442315,5.712193,5.324731,5.916706,6.207795,5.961492,5.70481,5.722093,5.031382,5.943049,5.769693,5.945748,6.419346,5.962668,6.100072,5.639203,5.58231,6.738218,6.515112,6.337049,6.222499,4.920993,5.099407,5.3792,5.999701,5.687308,6.215834,5.825737,5.39166,5.30949,5.576234,6.592525,6.356531,5.280014,7.055379,6.441582,5.717417,5.707329,5.813551,7.004691,6.639536,5.650408,6.077187,6.847697,5.967141,6.817176,5.566957,6.776793,7.648026,7.052567,6.4291,6.274168,5.191861,6.90088,7.390402,5.640454,6.325891,6.303589,6.028823,6.448154,6.403799,4.994625,6.339124,6.215167,5.82211,6.313489,6.329658,5.6647,6.94012,6.354176,6.496915,6.057085,6.566091,5.852913
PRSS33,4.851672,4.364028,5.08479,4.416897,4.732898,4.586976,4.106217,4.603559,4.403179,4.574036,4.69208,4.397563,4.956372,4.970025,4.798588,4.78818,4.935278,4.645263,4.886986,4.775294,5.516346,4.629766,5.209286,4.603677,4.720801,4.562194,4.350725,4.736697,4.399044,4.837147,4.832151,4.442677,4.605055,4.572356,4.728245,4.33948,4.645617,4.453808,4.499307,4.713435,4.721428,4.884213,4.870831,4.817848,4.555428,4.832632,4.651989,4.311978,4.801808,4.672045,4.863423,4.911908,4.60858,4.796078,4.420089,4.300125,4.747299,4.700626,4.096534,4.539546,5.095059,5.018657,4.721822,4.682387,4.457779,4.712948,4.914565,4.735695,4.83309,4.776052,4.941416,4.635831,4.420396,4.639427,5.091887,4.84585,4.565698,4.607247,4.497155,4.636419,4.20074,4.588933,4.891371,4.820969,4.706327,4.672217,4.493975,4.626907,4.507193,4.725915,4.748667,4.910918,4.821,5.05747,4.794614,4.977246,5.106421,4.624031,5.200182,4.918197,5.465395,4.664217,5.122095,5.261451,4.726593,4.700449,4.832207,4.730621,4.844549,4.667638,4.748334,4.880358,4.540864,4.758541,4.980481,4.773198,4.62869,4.578524,4.741173,4.656129,5.044277,4.64888,4.410192,4.462622,4.904838,4.871836,4.797073,5.38762,5.050288,5.891074,4.992475,5.212831,4.973462,4.489385,4.51266,5.16054,4.560301,4.822668,5.536871,4.893958,4.606693,5.334495,4.658319,4.589399,5.059299,4.923601,5.003601,5.178952,4.672735,4.328813,4.888439,4.6065,4.887345,4.909264,5.232623,4.602003,4.963907,4.856119,4.463698,5.099024,4.384335,4.853217,5.439281,4.335688,4.752698,4.700072,4.60925,4.699698,4.668496,4.56017,4.48758,4.904405,4.936049,4.865251,4.427135,4.699404,4.769607,5.349133,5.132614,4.635464,5.318615,4.855349,5.132915,4.898979,5.732711,5.275187,5.30429,5.213882,5.092474,4.823462,5.329929,5.470971,5.22158,4.873248,4.751292,4.66,5.032774,4.989315,4.964729,4.775831,5.044553,4.855493,4.821866,4.838582,4.674867,4.687308,5.013049,4.575489,5.312156,4.65871,4.851079,4.750523,4.889881,5.199864,4.778152,4.784293,4.884955,4.975501,4.836538,4.766833,4.892437
RELA,5.922298,5.898678,6.097362,6.080074,6.243978,5.941795,6.15138,5.940247,5.934961,6.525761,6.347811,6.133949,5.700918,6.039616,6.089953,6.201754,6.310103,6.059968,6.171417,6.35965,6.474468,6.281685,6.640461,5.856586,5.9674,6.408444,6.274301,6.360511,6.042141,6.447404,6.117734,6.408784,6.268379,6.133989,6.258192,6.120329,6.351684,6.388165,6.286929,6.788414,6.432018,6.204783,6.41855,6.649485,6.253699,6.545111,6.343643,6.05887,6.186325,6.462516,6.760962,6.710556,6.259381,6.220735,6.317586,6.364395,6.454939,6.513664,5.991902,6.257975,6.539434,6.223499,6.455532,6.306026,5.848314,6.447231,6.702258,6.3525,6.495059,6.421533,6.210858,6.161162,6.119657,6.30609,6.054727,6.411265,6.168276,6.445639,6.24809,6.24893,6.388654,6.145243,6.901633,6.572531,6.319007,6.192004,6.825967,6.738009,6.172503,6.391288,6.490967,6.629848,6.348633,6.608227,6.543043,6.360433,6.335085,6.403687,6.506033,6.340323,6.55644,6.587304,6.360898,6.457223,6.643037,6.526048,6.553306,6.578473,6.592748,6.825217,6.443439,6.511749,6.45911,6.737364,6.324028,6.353432,6.455204,6.665471,6.115096,6.217111,6.467961,6.122823,6.112495,6.207046,6.445122,6.301017,6.511149,6.178079,6.543463,6.284996,6.858188,6.465696,6.547405,6.258192,6.618481,6.37395,6.443244,6.432087,6.008293,6.61203,6.643559,6.492435,6.534062,6.502271,7.032292,6.616973,6.489407,6.438336,6.014059,6.265636,6.431412,6.417343,6.618204,6.536351,6.650295,6.475439,6.297718,6.500757,6.275917,5.994042,6.329715,6.903049,5.637442,7.170515,6.974511,6.923,6.71493,6.800274,6.713309,6.391789,6.969106,7.237921,7.088439,6.801999,6.690089,6.987021,7.341745,6.933965,7.036617,6.900735,7.243582,6.997433,6.976649,7.267576,7.259935,6.868975,7.064871,6.8089,6.894799,7.067936,7.177872,7.025784,7.06702,6.953909,6.977659,7.17724,6.891493,6.670798,7.045245,6.809499,7.044268,7.168984,6.420287,7.135475,6.844837,6.854947,6.756047,7.09353,6.573606,7.288361,6.822423,6.947297,7.100737,6.708556,6.929646,6.886034,7.16394,7.171857,7.057381,7.08792,6.581769
